NE_ID,NE_Name,NE_Type,NE_Version,Release_Version,Board_Type,IP_Address,Subnet_Mask,Gateway,Configuration_Date,Location,Vendor,Admin_Contact,Status,Priority,Operational_State,Remarks
1900,NE_W,Hub,4.5,2.0.6,Type_J,192.168.4.170,255.255.255.0,192.168.4.251,07-02-2024,Baton Rouge,Fortinet,admin168@company.com,Active,Low,Operational,System maintenance
1901,NE_T,Firewall,3,6.1.5,Type_U,192.168.4.115,255.255.255.0,192.168.4.225,25-04-2024,Portland,ZTE,contact444@network.com,Inactive,High,Maintenance,Patch deployment
1902,NE_E,Gateway,4.5,6.9.7,Type_N,192.168.4.226,255.255.255.0,192.168.4.60,30-01-2024,Denver,Belkin,user331@domain.co,Inactive,Medium,Outage,Bandwidth adjustment
1903,NE_C,Firewall,3,6.1.4,Type_Z,192.168.4.227,255.255.255.0,192.168.4.205,22-09-2024,Beijing,Riverbed,support486@company.com,Pending,High,Maintenance,Resource scaling
1904,NE_Q,Hub,3,4.5.2,Type_N,192.168.4.119,255.255.255.0,192.168.4.108,27-10-2024,Boise,MicroTik,user495@domain.co,Inactive,Low,Operational,Account provisioning
1905,NE_Z,Gateway,3,6.8.2,Type_C,192.168.4.125,255.255.255.0,192.168.4.151,06-12-2024,Riverside,Avaya,support43@domain.co,Inactive,High,Maintenance,Performance tuning
1906,NE_S,Router,2.1,2.3.9,Type_W,192.168.4.207,255.255.255.0,192.168.4.177,25-01-2024,Rochester,Avaya,team157@network.com,Active,High,Operational,Network optimization
1907,NE_W,Firewall,4.5,1.1.6,Type_X,192.168.4.241,255.255.255.0,192.168.4.214,28-09-2024,Glendale,Ubiquiti,admin418@network.com,Inactive,Low,Testing,User access setup
1908,NE_U,Hub,1,3.8.6,Type_Q,192.168.4.107,255.255.255.0,192.168.4.183,26-01-2024,Oxnard,Belkin,team130@domain.co,Suspended,High,Outage,Performance monitoring setup
1909,NE_Z,Hub,1,6.8.6,Type_H,192.168.4.183,255.255.255.0,192.168.4.102,05-11-2024,McKinney,Huawei,contact411@provider.org,Active,High,Testing,Hardware installation
1910,NE_M,Switch,3,7.0.2,Type_S,192.168.4.245,255.255.255.0,192.168.4.37,24-11-2024,Fort Wayne,Belkin,admin206@domain.co,Suspended,High,Outage,Account provisioning
1911,NE_C,Firewall,2.1,8.8.4,Type_R,192.168.4.103,255.255.255.0,192.168.4.233,15-09-2024,Chula Vista,Ciena,support404@domain.co,Pending,Medium,Operational,Performance tuning
1912,NE_L,Router,5,5.0.9,Type_E,192.168.4.190,255.255.255.0,192.168.4.217,07-07-2024,Santa Ana,Oracle,team141@provider.org,Active,Low,Operational,Service activation
1913,NE_W,Router,4.5,3.1.0,Type_N,192.168.4.37,255.255.255.0,192.168.4.94,08-05-2024,Chicago,Qualcomm,support274@domain.co,Suspended,Low,Testing,Server migration
1914,NE_S,Firewall,2.1,2.3.5,Type_P,192.168.4.19,255.255.255.0,192.168.4.112,18-10-2024,Rochester,Juniper,admin243@network.com,Pending,Low,Outage,VPN setup
1915,NE_T,Hub,5,1.8.9,Type_C,192.168.4.196,255.255.255.0,192.168.4.73,16-08-2024,Tampa,VMware,support264@network.com,Inactive,Medium,Testing,Hardware installation
1916,NE_D,Firewall,4.5,4.2.0,Type_I,192.168.4.166,255.255.255.0,192.168.4.30,15-06-2024,Dallas,AWS,user402@company.com,Decommissioned,Low,Outage,Security audit
1917,NE_I,Hub,2.1,5.4.3,Type_K,192.168.4.26,255.255.255.0,192.168.4.115,11-01-2024,Jersey City,Belkin,admin217@network.com,Active,High,Testing,Account provisioning
1918,NE_D,Router,3,5.5.2,Type_S,192.168.4.50,255.255.255.0,192.168.4.203,06-08-2024,Nashville,Xiaomi,user497@domain.co,Decommissioned,High,Operational,Storage expansion
1919,NE_A,Firewall,3,9.9.9,Type_T,192.168.4.36,255.255.255.0,192.168.4.249,29-08-2024,Raleigh,Brocade,contact385@provider.org,Inactive,Medium,Operational,Compliance check
1920,NE_E,Firewall,3,3.9.7,Type_W,192.168.4.46,255.255.255.0,192.168.4.37,05-06-2024,Tallahassee,VMware,user158@company.com,Active,Medium,Testing,Database indexing
1921,NE_Q,Gateway,2.1,4.0.6,Type_X,192.168.4.254,255.255.255.0,192.168.4.180,10-09-2024,Los Angeles,Alcatel-Lucent,contact74@domain.co,Active,Low,Testing,Web service configuration
1922,NE_T,Gateway,4.5,8.0.4,Type_U,192.168.4.9,255.255.255.0,192.168.4.27,06-03-2024,Baltimore,Nokia,team53@domain.co,Active,Medium,Operational,Compliance check
1923,NE_I,Switch,1,5.7.2,Type_A,192.168.4.8,255.255.255.0,192.168.4.89,25-04-2024,Bangalore,Intel,support219@provider.org,Inactive,High,Outage,Traffic routing update
1924,NE_M,Hub,3,5.1.3,Type_C,192.168.4.208,255.255.255.0,192.168.4.65,07-02-2024,Fontana,Huawei,user443@company.com,Inactive,Low,Maintenance,Scheduled maintenance
1925,NE_L,Switch,1,1.6.4,Type_S,192.168.4.239,255.255.255.0,192.168.4.200,05-06-2024,Bangalore,Samsung,admin31@provider.org,Active,Medium,Testing,Server migration
1926,NE_M,Router,2.1,9.0.2,Type_M,192.168.4.17,255.255.255.0,192.168.4.210,15-07-2024,Long Beach,VMware,team413@provider.org,Suspended,Low,Maintenance,Policy update
1927,NE_Q,Firewall,4.5,5.7.4,Type_Y,192.168.4.46,255.255.255.0,192.168.4.29,25-12-2024,New York,Ubiquiti,user54@service.net,Inactive,High,Testing,User authentication setup
1928,NE_N,Switch,2.1,1.5.1,Type_R,192.168.4.128,255.255.255.0,192.168.4.218,25-07-2024,Modesto,Blue Coat,contact235@network.com,Suspended,Medium,Testing,Server migration
1929,NE_O,Gateway,4.5,1.3.3,Type_B,192.168.4.176,255.255.255.0,192.168.4.230,21-10-2024,Atlanta,Dell,admin294@service.net,Active,High,Testing,Device calibration
1930,NE_M,Hub,4.5,2.7.7,Type_M,192.168.4.165,255.255.255.0,192.168.4.165,06-02-2024,Akron,CommScope,team39@domain.co,Suspended,Low,Maintenance,Backup verification
1931,NE_N,Switch,1,7.2.8,Type_S,192.168.4.35,255.255.255.0,192.168.4.6,06-01-2024,New York,CommScope,support477@service.net,Suspended,High,Operational,Incident resolution
1932,NE_R,Hub,3,4.7.5,Type_N,192.168.4.109,255.255.255.0,192.168.4.197,24-02-2024,Corpus Christi,CommScope,team75@service.net,Active,Low,Maintenance,Hardware installation
1933,NE_T,Hub,4.5,1.5.5,Type_F,192.168.4.226,255.255.255.0,192.168.4.176,14-01-2024,New York,Microsoft,user251@company.com,Suspended,Medium,Outage,Software patching
1934,NE_C,Gateway,3,4.1.1,Type_O,192.168.4.65,255.255.255.0,192.168.4.96,10-01-2024,Manhattan,Broadcom,team69@service.net,Pending,High,Testing,VPN setup
1935,NE_U,Gateway,1,3.6.1,Type_Y,192.168.4.245,255.255.255.0,192.168.4.65,15-07-2024,Denver,Asus,team500@service.net,Inactive,High,Testing,Configuration validation
1936,NE_N,Gateway,5,9.5.8,Type_L,192.168.4.208,255.255.255.0,192.168.4.186,28-11-2024,Mesa,Citrix,admin88@provider.org,Pending,Low,Outage,VPN setup
1937,NE_N,Router,5,6.5.2,Type_T,192.168.4.46,255.255.255.0,192.168.4.64,05-06-2024,Minneapolis,A10 Networks,contact419@network.com,Inactive,Medium,Testing,Web service configuration
1938,NE_B,Firewall,3,5.6.5,Type_V,192.168.4.241,255.255.255.0,192.168.4.27,03-07-2024,Manhattan,HP Enterprise,support364@company.com,Decommissioned,High,Maintenance,Database restoration
1939,NE_H,Gateway,2.1,5.1.1,Type_H,192.168.4.157,255.255.255.0,192.168.4.80,30-10-2024,San Jose,Palo Alto Networks,team297@provider.org,Suspended,Low,Operational,Load test completion
1940,NE_O,Hub,4.5,6.7.9,Type_G,192.168.4.142,255.255.255.0,192.168.4.12,11-11-2024,Mumbai,Fortinet,admin104@provider.org,Pending,High,Operational,IP address allocation
1941,NE_J,Hub,4.5,9.3.0,Type_Y,192.168.4.192,255.255.255.0,192.168.4.9,14-11-2024,Laredo,Alcatel-Lucent,team255@provider.org,Decommissioned,Medium,Testing,Redundancy setup
1942,NE_O,Firewall,5,9.6.1,Type_H,192.168.4.233,255.255.255.0,192.168.4.194,15-06-2024,Rochester,Ruckus Wireless,support353@company.com,Decommissioned,High,Maintenance,Virtual machine provisioning
1943,NE_C,Switch,2.1,3.5.4,Type_T,192.168.4.68,255.255.255.0,192.168.4.122,10-04-2024,McKinney,Xiaomi,admin212@provider.org,Pending,Low,Operational,Hardware installation
1944,NE_T,Switch,3,4.0.1,Type_S,192.168.4.24,255.255.255.0,192.168.4.124,03-05-2024,Anchorage,D-Link,user451@service.net,Suspended,Low,Outage,Service activation
1945,NE_R,Gateway,3,3.0.3,Type_X,192.168.4.52,255.255.255.0,192.168.4.6,14-01-2024,Beijing,Asus,support266@domain.co,Suspended,High,Operational,Load balancing configuration
1946,NE_T,Firewall,3,7.2.0,Type_T,192.168.4.213,255.255.255.0,192.168.4.223,27-12-2024,Lincoln,Dell,contact412@network.com,Active,Low,Operational,DNS configuration
1947,NE_J,Hub,1,6.8.0,Type_Q,192.168.4.239,255.255.255.0,192.168.4.191,25-12-2024,Baton Rouge,D-Link,admin54@service.net,Pending,Medium,Operational,Application deployment
1948,NE_G,Switch,1,1.4.4,Type_U,192.168.4.167,255.255.255.0,192.168.4.241,15-10-2024,Laredo,Avaya,admin196@domain.co,Active,Low,Outage,Service activation
1949,NE_Q,Hub,3,3.2.1,Type_I,192.168.4.4,255.255.255.0,192.168.4.141,04-11-2024,Detroit,Microsoft,admin499@network.com,Inactive,Low,Outage,Scheduled maintenance
1950,NE_Y,Router,5,2.4.1,Type_J,192.168.4.191,255.255.255.0,192.168.4.153,16-06-2024,Sacramento,AMD,user268@service.net,Decommissioned,High,Maintenance,Web service configuration
1951,NE_F,Firewall,3,2.8.6,Type_Q,192.168.4.203,255.255.255.0,192.168.4.164,19-11-2024,Columbus,Check Point,support319@network.com,Decommissioned,Medium,Maintenance,Security protocol enhancement
1952,NE_H,Router,4.5,4.4.1,Type_B,192.168.4.73,255.255.255.0,192.168.4.80,20-10-2024,Winston-Salem,Intel,support70@domain.co,Suspended,High,Operational,Firmware update
1953,NE_M,Switch,2.1,4.4.4,Type_Z,192.168.4.52,255.255.255.0,192.168.4.239,13-05-2024,Chicago,Nokia,team453@company.com,Suspended,Low,Operational,Security protocol enhancement
1954,NE_N,Gateway,1,8.0.9,Type_M,192.168.4.206,255.255.255.0,192.168.4.12,17-04-2024,Jacksonville,Ciena,admin239@provider.org,Active,Low,Maintenance,Account provisioning
1955,NE_R,Firewall,3,8.7.0,Type_O,192.168.4.185,255.255.255.0,192.168.4.205,12-08-2024,Chicago,HP Enterprise,user51@network.com,Inactive,High,Operational,Intrusion detection configuration
1956,NE_Z,Switch,3,8.0.9,Type_D,192.168.4.95,255.255.255.0,192.168.4.126,24-10-2024,Seattle,Citrix,admin335@service.net,Active,Medium,Outage,Scheduled maintenance
1957,NE_U,Hub,3,8.8.0,Type_G,192.168.4.113,255.255.255.0,192.168.4.34,29-02-2024,Oklahoma City,SonicWall,team181@domain.co,Suspended,Low,Maintenance,Environment setup
1958,NE_S,Switch,5,9.1.9,Type_E,192.168.4.193,255.255.255.0,192.168.4.144,24-11-2024,Minneapolis,Citrix,contact443@network.com,Suspended,Low,Operational,Server hardening
1959,NE_L,Router,2.1,8.6.5,Type_Z,192.168.4.155,255.255.255.0,192.168.4.190,02-03-2024,Albuquerque,IBM,user1@company.com,Inactive,High,Outage,Device registration
1960,NE_K,Switch,5,3.1.9,Type_N,192.168.4.97,255.255.255.0,192.168.4.132,08-03-2024,Austin,Ericsson,contact335@company.com,Active,Medium,Operational,Firewall rule update
1961,NE_D,Firewall,2.1,2.9.8,Type_Q,192.168.4.214,255.255.255.0,192.168.4.104,21-09-2024,Madison,HP Enterprise,user330@network.com,Suspended,Low,Operational,Firmware update
1962,NE_U,Hub,4.5,1.9.9,Type_G,192.168.4.56,255.255.255.0,192.168.4.193,22-01-2024,Chennai,A10 Networks,team299@provider.org,Decommissioned,Low,Testing,IP address allocation
1963,NE_E,Gateway,1,2.0.7,Type_Q,192.168.4.193,255.255.255.0,192.168.4.87,15-03-2024,Arlington,IBM,admin235@domain.co,Suspended,High,Operational,System reboot
1964,NE_U,Hub,4.5,8.4.6,Type_I,192.168.4.183,255.255.255.0,192.168.4.247,30-04-2024,Santa Clarita,Nokia,support59@provider.org,Suspended,Medium,Maintenance,Account provisioning
1965,NE_F,Gateway,4.5,2.7.9,Type_Q,192.168.4.163,255.255.255.0,192.168.4.139,11-10-2024,Augusta,MicroTik,team310@company.com,Suspended,High,Operational,Database indexing
1966,NE_C,Switch,5,5.2.2,Type_U,192.168.4.116,255.255.255.0,192.168.4.160,14-06-2024,Orlando,Juniper,team323@network.com,Suspended,Low,Maintenance,Configuration backup
1967,NE_N,Gateway,1,1.4.5,Type_E,192.168.4.125,255.255.255.0,192.168.4.19,20-04-2024,Virginia Beach,Microsoft,contact291@service.net,Decommissioned,Medium,Maintenance,Resource scaling
1968,NE_F,Gateway,3,3.2.8,Type_E,192.168.4.14,255.255.255.0,192.168.4.192,08-08-2024,London,Intel,support293@provider.org,Pending,Low,Outage,Configuration validation
1969,NE_O,Hub,3,9.2.8,Type_O,192.168.4.217,255.255.255.0,192.168.4.227,15-11-2024,Laredo,Citrix,admin408@domain.co,Active,High,Outage,Traffic routing update
1970,NE_R,Hub,5,5.9.8,Type_D,192.168.4.45,255.255.255.0,192.168.4.74,04-05-2024,Beijing,CommScope,team140@company.com,Active,High,Operational,User access setup
1971,NE_N,Router,2.1,8.0.0,Type_F,192.168.4.72,255.255.255.0,192.168.4.62,02-10-2024,Glendale,Avaya,user56@company.com,Pending,Low,Maintenance,Network segmentation
1972,NE_T,Switch,4.5,7.1.3,Type_L,192.168.4.72,255.255.255.0,192.168.4.157,09-09-2024,Toledo,VMware,team59@network.com,Suspended,Low,Outage,Network optimization
1973,NE_G,Gateway,5,6.9.7,Type_Y,192.168.4.97,255.255.255.0,192.168.4.24,21-01-2024,Atlanta,AWS,admin343@provider.org,Inactive,Low,Outage,Performance monitoring setup
1974,NE_M,Switch,2.1,9.9.5,Type_W,192.168.4.25,255.255.255.0,192.168.4.194,01-10-2024,Berlin,IBM,admin98@network.com,Suspended,Low,Operational,Policy enforcement
1975,NE_M,Hub,1,5.7.3,Type_X,192.168.4.54,255.255.255.0,192.168.4.55,19-11-2024,Berlin,Fortinet,contact300@company.com,Inactive,Low,Maintenance,Server hardening
1976,NE_Z,Hub,5,6.0.7,Type_F,192.168.4.151,255.255.255.0,192.168.4.233,10-06-2024,Wichita,Sophos,admin306@network.com,Inactive,Low,Outage,System reboot
1977,NE_Q,Router,2.1,2.1.6,Type_N,192.168.4.156,255.255.255.0,192.168.4.214,06-06-2024,Chicago,Oracle,admin180@service.net,Decommissioned,Low,Testing,Configuration tuning
1978,NE_M,Gateway,4.5,6.1.9,Type_R,192.168.4.170,255.255.255.0,192.168.4.27,14-01-2024,Santa Clarita,Dell,contact411@company.com,Pending,Medium,Testing,Resource allocation
1979,NE_V,Hub,3,3.0.6,Type_X,192.168.4.197,255.255.255.0,192.168.4.138,01-10-2024,Cape Coral,Ericsson,team328@company.com,Suspended,High,Outage,Security patching
1980,NE_S,Firewall,3,9.7.7,Type_B,192.168.4.89,255.255.255.0,192.168.4.241,24-06-2024,Wichita,Google Cloud,support488@network.com,Inactive,High,Operational,Intrusion detection configuration
1981,NE_E,Switch,2.1,7.8.2,Type_K,192.168.4.85,255.255.255.0,192.168.4.48,20-04-2024,Rochester,Alcatel-Lucent,support277@provider.org,Pending,Medium,Operational,Compliance check
1982,NE_X,Hub,4.5,4.9.6,Type_W,192.168.4.92,255.255.255.0,192.168.4.16,29-12-2024,Philadelphia,Infoblox,support423@network.com,Active,Medium,Testing,Configuration validation
1983,NE_V,Switch,5,3.3.0,Type_M,192.168.4.72,255.255.255.0,192.168.4.195,18-12-2024,Austin,Dell,support44@service.net,Pending,Medium,Testing,Database restoration
1984,NE_R,Gateway,4.5,6.9.5,Type_N,192.168.4.28,255.255.255.0,192.168.4.63,29-01-2024,Milwaukee,Riverbed,user497@service.net,Decommissioned,Low,Testing,User access setup
1985,NE_M,Switch,3,8.8.8,Type_F,192.168.4.249,255.255.255.0,192.168.4.90,16-08-2024,Bakersfield,Brocade,admin322@service.net,Active,High,Testing,Intrusion detection configuration
1986,NE_C,Switch,5,5.9.1,Type_J,192.168.4.19,255.255.255.0,192.168.4.62,14-04-2024,Oxnard,Sophos,contact20@company.com,Decommissioned,High,Operational,Firmware update
1987,NE_P,Firewall,2.1,3.1.8,Type_U,192.168.4.71,255.255.255.0,192.168.4.246,15-08-2024,London,Samsung,admin172@provider.org,Pending,Medium,Outage,VPN setup
1988,NE_N,Router,2.1,4.7.7,Type_H,192.168.4.59,255.255.255.0,192.168.4.144,30-04-2024,Spokane,Cisco,contact484@company.com,Suspended,Low,Testing,Load balancing configuration
1989,NE_U,Router,5,6.6.4,Type_N,192.168.4.177,255.255.255.0,192.168.4.11,06-10-2024,Augusta,Asus,support273@provider.org,Suspended,Medium,Operational,Configuration validation
1990,NE_C,Hub,3,7.8.0,Type_G,192.168.4.176,255.255.255.0,192.168.4.77,10-04-2024,Washington,Check Point,contact251@service.net,Decommissioned,Medium,Outage,Software upgrade
1991,NE_N,Firewall,5,8.9.8,Type_R,192.168.4.162,255.255.255.0,192.168.4.144,19-01-2024,Colorado Springs,Lenovo,user492@company.com,Pending,Low,Outage,Disaster recovery testing
1992,NE_P,Switch,1,1.3.6,Type_G,192.168.4.225,255.255.255.0,192.168.4.59,17-12-2024,Chula Vista,VMware,contact213@provider.org,Inactive,Medium,Operational,DNS configuration
1993,NE_C,Switch,2.1,6.9.2,Type_X,192.168.4.50,255.255.255.0,192.168.4.49,15-01-2024,Indianapolis,Arista,user462@company.com,Pending,Low,Operational,Data validation
1994,NE_U,Router,1,8.7.0,Type_P,192.168.4.244,255.255.255.0,192.168.4.81,06-10-2024,Nashville,Netgear,admin254@service.net,Pending,Low,Testing,Performance tuning
1995,NE_R,Gateway,4.5,8.4.5,Type_G,192.168.4.196,255.255.255.0,192.168.4.133,26-03-2024,Chennai,Arista,contact377@company.com,Decommissioned,Low,Operational,Data migration
1996,NE_E,Router,5,2.8.8,Type_C,192.168.4.108,255.255.255.0,192.168.4.113,16-03-2024,Houston,Infoblox,team385@company.com,Inactive,High,Testing,System maintenance
1997,NE_Y,Switch,4.5,9.0.9,Type_K,192.168.4.185,255.255.255.0,192.168.4.201,23-07-2024,Albuquerque,Lenovo,admin475@service.net,Inactive,Low,Operational,Redundancy setup
1998,NE_D,Hub,3,4.2.8,Type_L,192.168.4.75,255.255.255.0,192.168.4.235,16-06-2024,Oklahoma City,Ubiquiti,admin31@domain.co,Pending,Medium,Testing,Security protocol enhancement
1999,NE_C,Switch,5,2.2.2,Type_J,192.168.4.126,255.255.255.0,192.168.4.66,19-11-2024,Chicago,Extreme Networks,support296@domain.co,Pending,High,Outage,Risk assessment
2000,NE_W,Gateway,1,1.6.7,Type_C,192.168.4.80,255.255.255.0,192.168.4.73,10-12-2024,McKinney,TP-Link,user371@provider.org,Pending,Low,Maintenance,Traffic encryption
2001,NE_T,Gateway,2.1,5.4.0,Type_K,192.168.4.71,255.255.255.0,192.168.4.20,20-10-2024,Riverside,VMware,team244@provider.org,Inactive,High,Maintenance,Hardware installation
2002,NE_K,Hub,5,5.2.1,Type_D,192.168.4.63,255.255.255.0,192.168.4.39,17-08-2024,Tallahassee,Samsung,support497@service.net,Inactive,Medium,Outage,Traffic routing update
2003,NE_S,Gateway,1,2.2.9,Type_S,192.168.4.173,255.255.255.0,192.168.4.219,09-01-2024,Anchorage,Asus,support417@provider.org,Pending,High,Testing,Network segmentation
2004,NE_W,Firewall,5,8.3.3,Type_Z,192.168.4.211,255.255.255.0,192.168.4.17,11-10-2024,Garland,Intel,admin244@company.com,Decommissioned,Low,Operational,Security patching
2005,NE_S,Gateway,2.1,1.0.0,Type_Z,192.168.4.169,255.255.255.0,192.168.4.192,11-09-2024,Columbus,Ubiquiti,admin456@company.com,Pending,Low,Outage,Load balancing configuration
2006,NE_D,Switch,3,2.7.7,Type_J,192.168.4.165,255.255.255.0,192.168.4.10,10-10-2024,Modesto,Riverbed,admin449@company.com,Suspended,High,Operational,Redundancy setup
2007,NE_U,Firewall,3,2.0.8,Type_J,192.168.4.168,255.255.255.0,192.168.4.72,21-12-2024,Port St. Lucie,AWS,support262@network.com,Active,Low,Maintenance,Data migration
2008,NE_Y,Firewall,4.5,1.6.2,Type_R,192.168.4.129,255.255.255.0,192.168.4.215,31-03-2024,Moreno Valley,Juniper,contact319@service.net,Suspended,Low,Outage,Scheduled maintenance
2009,NE_I,Router,3,8.4.6,Type_V,192.168.4.219,255.255.255.0,192.168.4.47,01-11-2024,Gilbert,Ciena,admin370@provider.org,Decommissioned,Medium,Outage,Data validation
2010,NE_F,Hub,2.1,2.2.7,Type_K,192.168.4.145,255.255.255.0,192.168.4.244,15-07-2024,Chennai,Google Cloud,contact99@provider.org,Decommissioned,Low,Outage,Security protocol enhancement
2011,NE_L,Router,5,7.5.2,Type_J,192.168.4.87,255.255.255.0,192.168.4.28,06-04-2024,San Francisco,VMware,team474@provider.org,Decommissioned,Low,Testing,Security patching
2012,NE_R,Firewall,5,4.0.9,Type_I,192.168.4.15,255.255.255.0,192.168.4.82,24-07-2024,Grand Rapids,VMware,team240@service.net,Decommissioned,High,Maintenance,Web service configuration
2013,NE_D,Firewall,3,7.5.9,Type_O,192.168.4.22,255.255.255.0,192.168.4.158,14-03-2024,Tallahassee,Infoblox,contact120@provider.org,Active,Medium,Outage,License renewal
2014,NE_S,Firewall,1,6.4.6,Type_X,192.168.4.134,255.255.255.0,192.168.4.115,25-03-2024,Detroit,Juniper,user346@service.net,Active,Medium,Maintenance,System maintenance
2015,NE_S,Gateway,5,7.7.9,Type_Q,192.168.4.106,255.255.255.0,192.168.4.137,02-02-2024,Nashville,Riverbed,contact256@domain.co,Pending,Low,Maintenance,Firewall rule update
2016,NE_D,Firewall,4.5,9.3.8,Type_C,192.168.4.62,255.255.255.0,192.168.4.120,01-06-2024,Virginia Beach,Qualcomm,team103@company.com,Decommissioned,Medium,Testing,Traffic routing update
2017,NE_A,Switch,3,2.0.5,Type_M,192.168.5.3,255.255.255.0,192.168.5.66,08-12-2024,Boston,Ciena,team438@service.net,Pending,Low,Testing,Traffic routing update
2018,NE_U,Gateway,1,7.4.5,Type_K,192.168.5.105,255.255.255.0,192.168.5.70,25-07-2024,Aurora,HP Enterprise,admin169@service.net,Suspended,Medium,Testing,Network optimization
2019,NE_N,Switch,1,4.0.1,Type_S,192.168.5.161,255.255.255.0,192.168.5.35,12-04-2024,New Orleans,Microsoft,contact411@company.com,Active,High,Maintenance,Software patching
2020,NE_L,Gateway,5,1.8.5,Type_N,192.168.5.88,255.255.255.0,192.168.5.125,16-05-2024,Augusta,Barracuda,contact79@service.net,Decommissioned,Medium,Testing,Disaster recovery testing
2021,NE_K,Switch,3,9.4.4,Type_K,192.168.5.170,255.255.255.0,192.168.5.29,10-04-2024,Irvine,Xiaomi,contact262@domain.co,Active,Medium,Testing,System upgrade
2022,NE_D,Router,2.1,1.9.6,Type_S,192.168.5.47,255.255.255.0,192.168.5.65,14-08-2024,Memphis,TP-Link,contact351@service.net,Pending,Low,Outage,Server migration
2023,NE_L,Hub,3,9.6.2,Type_A,192.168.5.213,255.255.255.0,192.168.5.30,04-03-2024,Baltimore,SolarWinds,support67@provider.org,Decommissioned,Low,Operational,DNS configuration
2024,NE_X,Hub,2.1,7.9.1,Type_Y,192.168.5.106,255.255.255.0,192.168.5.242,24-08-2024,Fontana,Barracuda,admin28@provider.org,Suspended,High,Maintenance,Policy update
2025,NE_N,Firewall,5,1.7.0,Type_L,192.168.5.155,255.255.255.0,192.168.5.37,30-01-2024,Philadelphia,F5 Networks,team367@provider.org,Active,Low,Testing,License renewal
2026,NE_S,Gateway,3,9.2.1,Type_F,192.168.5.144,255.255.255.0,192.168.5.103,10-05-2024,Des Moines,Lenovo,contact16@network.com,Pending,High,Operational,Initial configuration
2027,NE_F,Firewall,2.1,9.1.3,Type_G,192.168.5.178,255.255.255.0,192.168.5.34,28-08-2024,Chandler,AWS,team122@domain.co,Inactive,Low,Testing,Performance tuning
2028,NE_D,Hub,1,5.4.6,Type_O,192.168.5.120,255.255.255.0,192.168.5.185,28-01-2024,Jersey City,Lenovo,admin161@domain.co,Decommissioned,Low,Maintenance,IP address allocation
2029,NE_Y,Gateway,1,7.9.0,Type_R,192.168.5.74,255.255.255.0,192.168.5.191,27-05-2024,Yonkers,Ruckus Wireless,user278@service.net,Suspended,High,Outage,System reboot
2030,NE_B,Firewall,3,4.1.6,Type_Z,192.168.5.134,255.255.255.0,192.168.5.54,15-10-2024,Fort Worth,Netgear,admin445@network.com,Decommissioned,Medium,Operational,Incident resolution
2031,NE_J,Gateway,3,3.5.5,Type_S,192.168.5.217,255.255.255.0,192.168.5.33,27-03-2024,Augusta,AWS,admin446@provider.org,Suspended,Medium,Outage,Database restoration
2032,NE_Z,Router,1,7.9.0,Type_Q,192.168.5.149,255.255.255.0,192.168.5.223,18-02-2024,Raleigh,Belkin,team233@domain.co,Suspended,Low,Testing,Compliance check
2033,NE_W,Hub,4.5,9.9.3,Type_G,192.168.5.131,255.255.255.0,192.168.5.170,04-05-2024,Des Moines,D-Link,user103@service.net,Active,High,Operational,Firmware update
2034,NE_C,Router,2.1,1.9.0,Type_A,192.168.5.7,255.255.255.0,192.168.5.254,02-05-2024,Tampa,CommScope,contact145@network.com,Inactive,Low,Testing,Account provisioning
2035,NE_V,Firewall,4.5,2.7.7,Type_V,192.168.5.95,255.255.255.0,192.168.5.37,01-11-2024,Laredo,Alcatel-Lucent,user370@domain.co,Pending,High,Operational,Virtual machine provisioning
2036,NE_Q,Firewall,5,2.6.9,Type_K,192.168.5.189,255.255.255.0,192.168.5.83,03-01-2024,Glendale,Cisco,admin373@company.com,Pending,High,Operational,Device calibration
2037,NE_M,Hub,5,4.1.1,Type_B,192.168.5.248,255.255.255.0,192.168.5.208,09-12-2024,Fort Wayne,Alcatel-Lucent,team229@provider.org,Inactive,Low,Maintenance,Network optimization
2038,NE_C,Hub,1,5.7.0,Type_F,192.168.5.30,255.255.255.0,192.168.5.146,07-08-2024,Durham,Google Cloud,contact75@provider.org,Inactive,Low,Maintenance,Compliance check
2039,NE_S,Firewall,4.5,5.3.9,Type_B,192.168.5.107,255.255.255.0,192.168.5.123,05-05-2024,Bangalore,Fortinet,team403@domain.co,Suspended,High,Maintenance,Web service configuration
2040,NE_L,Router,2.1,5.6.7,Type_S,192.168.5.89,255.255.255.0,192.168.5.179,25-12-2024,Fort Wayne,Huawei,user95@domain.co,Pending,High,Maintenance,User access setup
2041,NE_S,Gateway,5,8.2.6,Type_R,192.168.5.116,255.255.255.0,192.168.5.92,30-05-2024,Tallahassee,Extreme Networks,user465@company.com,Inactive,Medium,Testing,Patch deployment
2042,NE_Z,Gateway,2.1,2.1.1,Type_J,192.168.5.113,255.255.255.0,192.168.5.76,17-06-2024,Montgomery,Xiaomi,support195@provider.org,Inactive,High,Maintenance,Database indexing
2043,NE_C,Firewall,5,3.9.6,Type_U,192.168.5.140,255.255.255.0,192.168.5.40,30-10-2024,Tucson,Juniper,contact297@domain.co,Suspended,Low,Testing,Network optimization
2044,NE_P,Router,1,5.9.2,Type_E,192.168.5.217,255.255.255.0,192.168.5.79,05-12-2024,Tempe,Dell,admin39@service.net,Inactive,Low,Operational,Scheduled maintenance
